0.000000000000000000e+00,0.000000000000000000e+00,7.000000000000000666e-02,7.000000000000000666e-02,1.000000000000000000e+00,8.000000000000000167e-02,8.000000000000000167e-02
2.250000000000000000e+01,0.000000000000000000e+00,1.249999999999999722e-01,1.249999999999999722e-01,1.000000000000000000e+00,8.000000000000000167e-02,8.000000000000000167e-02
4.500000000000000000e+01,0.000000000000000000e+00,1.424999999999999600e-01,1.424999999999999600e-01,1.000000000000000000e+00,8.000000000000000167e-02,8.000000000000000167e-02
6.750000000000000000e+01,0.000000000000000000e+00,1.812499999999999944e-01,1.812499999999999944e-01,1.000000000000000000e+00,9.999999999999999167e-02,9.999999999999999167e-02
9.000000000000000000e+01,0.000000000000000000e+00,2.206250000000000711e-01,2.206250000000000711e-01,1.000000000000000000e+00,1.099999999999999867e-01,1.099999999999999867e-01
0.000000000000000000e+00,1.000000000000000000e+00,9.999999999999999167e-02,9.999999999999999167e-02,0.000000000000000000e+00,8.999999999999999667e-02,-2.031250000000003886e-02
2.250000000000000000e+01,1.000000000000000000e+00,1.299999999999999767e-01,1.299999999999999767e-01,0.000000000000000000e+00,9.999999999999999167e-02,-1.031250000000004385e-02
4.500000000000000000e+01,1.000000000000000000e+00,1.649999999999999800e-01,1.649999999999999800e-01,0.000000000000000000e+00,9.999999999999999167e-02,-1.031250000000004385e-02
6.750000000000000000e+01,1.000000000000000000e+00,2.025000000000000411e-01,2.025000000000000411e-01,0.000000000000000000e+00,9.999999999999999167e-02,-1.031250000000004385e-02
9.000000000000000000e+01,1.000000000000000000e+00,2.312500000000000944e-01,2.312500000000000944e-01,0.000000000000000000e+00,1.199999999999999817e-01,9.687499999999946154e-03
0.000000000000000000e+00,2.000000000000000000e+00,1.700000000000000122e-01,1.700000000000000122e-01,3.000000000000000000e+00,8.000000000000000167e-02,8.000000000000000167e-02
2.250000000000000000e+01,2.000000000000000000e+00,2.150000000000000522e-01,2.150000000000000522e-01,3.000000000000000000e+00,7.000000000000000666e-02,7.000000000000000666e-02
4.500000000000000000e+01,2.000000000000000000e+00,2.175000000000001099e-01,2.175000000000001099e-01,3.000000000000000000e+00,8.000000000000000167e-02,8.000000000000000167e-02
6.750000000000000000e+01,2.000000000000000000e+00,2.887500000000001732e-01,2.887500000000001732e-01,3.000000000000000000e+00,9.999999999999999167e-02,9.999999999999999167e-02
9.000000000000000000e+01,2.000000000000000000e+00,3.243750000000002465e-01,3.243750000000002465e-01,3.000000000000000000e+00,1.099999999999999867e-01,1.099999999999999867e-01
0.000000000000000000e+00,3.000000000000000000e+00,7.000000000000000666e-02,7.000000000000000666e-02,2.000000000000000000e+00,1.499999999999999944e-01,-1.218750000000012879e-02
2.250000000000000000e+01,3.000000000000000000e+00,1.149999999999999772e-01,1.149999999999999772e-01,2.000000000000000000e+00,1.600000000000000033e-01,-2.187500000000119904e-03
4.500000000000000000e+01,3.000000000000000000e+00,1.575000000000000011e-01,1.575000000000000011e-01,2.000000000000000000e+00,1.700000000000000122e-01,7.812499999999888978e-03
6.750000000000000000e+01,3.000000000000000000e+00,1.887500000000000289e-01,1.887500000000000289e-01,2.000000000000000000e+00,1.700000000000000122e-01,7.812499999999888978e-03
9.000000000000000000e+01,3.000000000000000000e+00,2.343750000000000833e-01,2.343750000000000833e-01,2.000000000000000000e+00,1.900000000000000300e-01,2.781249999999990674e-02
0.000000000000000000e+00,0.000000000000000000e+00,9.500000000000000111e-02,9.500000000000000111e-02,1.000000000000000000e+00,1.000000000000000194e-01,1.000000000000000194e-01
2.250000000000000000e+01,0.000000000000000000e+00,1.275000000000000300e-01,1.275000000000000300e-01,1.000000000000000000e+00,1.000000000000000194e-01,1.000000000000000194e-01
4.500000000000000000e+01,0.000000000000000000e+00,1.587500000000000855e-01,1.587500000000000855e-01,1.000000000000000000e+00,1.000000000000000194e-01,1.000000000000000194e-01
6.750000000000000000e+01,0.000000000000000000e+00,1.893750000000001266e-01,1.893750000000001266e-01,1.000000000000000000e+00,1.000000000000000194e-01,1.000000000000000194e-01
9.000000000000000000e+01,0.000000000000000000e+00,2.146875000000001699e-01,2.146875000000001699e-01,1.000000000000000000e+00,1.050000000000000239e-01,1.050000000000000239e-01
0.000000000000000000e+00,1.000000000000000000e+00,8.500000000000000611e-02,8.500000000000000611e-02,0.000000000000000000e+00,8.500000000000000611e-02,-2.234375000000007883e-02
2.250000000000000000e+01,1.000000000000000000e+00,1.225000000000000394e-01,1.225000000000000394e-01,0.000000000000000000e+00,9.000000000000001055e-02,-1.734375000000007438e-02
4.500000000000000000e+01,1.000000000000000000e+00,1.512500000000000788e-01,1.512500000000000788e-01,0.000000000000000000e+00,9.500000000000001499e-02,-1.234375000000006994e-02
6.750000000000000000e+01,1.000000000000000000e+00,1.856250000000001232e-01,1.856250000000001232e-01,0.000000000000000000e+00,9.500000000000001499e-02,-1.234375000000006994e-02
9.000000000000000000e+01,1.000000000000000000e+00,2.178125000000001588e-01,2.178125000000001588e-01,0.000000000000000000e+00,1.050000000000000239e-01,-2.343750000000061062e-03
0.000000000000000000e+00,2.000000000000000000e+00,1.450000000000000455e-01,1.450000000000000455e-01,3.000000000000000000e+00,6.499999999999998834e-02,6.499999999999998834e-02
2.250000000000000000e+01,2.000000000000000000e+00,1.875000000000001110e-01,1.875000000000001110e-01,3.000000000000000000e+00,5.999999999999999084e-02,5.999999999999999084e-02
4.500000000000000000e+01,2.000000000000000000e+00,2.087500000000001577e-01,2.087500000000001577e-01,3.000000000000000000e+00,6.499999999999998834e-02,6.499999999999998834e-02
6.750000000000000000e+01,2.000000000000000000e+00,2.393750000000001987e-01,2.393750000000001987e-01,3.000000000000000000e+00,6.999999999999999278e-02,6.999999999999999278e-02
9.000000000000000000e+01,2.000000000000000000e+00,2.746875000000001954e-01,2.746875000000001954e-01,3.000000000000000000e+00,7.499999999999999722e-02,7.499999999999999722e-02
0.000000000000000000e+00,3.000000000000000000e+00,5.999999999999999084e-02,5.999999999999999084e-02,2.000000000000000000e+00,1.450000000000000455e-01,7.656249999999947820e-03
2.250000000000000000e+01,3.000000000000000000e+00,1.100000000000000144e-01,1.100000000000000144e-01,2.000000000000000000e+00,1.550000000000000544e-01,1.765624999999995670e-02
4.500000000000000000e+01,3.000000000000000000e+00,1.500000000000000777e-01,1.500000000000000777e-01,2.000000000000000000e+00,1.600000000000000588e-01,2.265624999999996114e-02
6.750000000000000000e+01,3.000000000000000000e+00,1.850000000000001366e-01,1.850000000000001366e-01,2.000000000000000000e+00,1.750000000000000722e-01,3.765624999999997446e-02
9.000000000000000000e+01,3.000000000000000000e+00,2.225000000000001699e-01,2.225000000000001699e-01,2.000000000000000000e+00,1.800000000000000766e-01,4.265624999999997891e-02
0.000000000000000000e+00,0.000000000000000000e+00,8.750000000000002220e-02,8.750000000000002220e-02,1.000000000000000000e+00,9.500000000000004274e-02,9.500000000000004274e-02
2.250000000000000000e+01,0.000000000000000000e+00,1.262500000000000844e-01,1.262500000000000844e-01,1.000000000000000000e+00,9.250000000000004052e-02,9.250000000000004052e-02
4.500000000000000000e+01,0.000000000000000000e+00,1.656250000000001332e-01,1.656250000000001332e-01,1.000000000000000000e+00,9.250000000000004052e-02,9.250000000000004052e-02
6.750000000000000000e+01,0.000000000000000000e+00,1.803125000000001532e-01,1.803125000000001532e-01,1.000000000000000000e+00,1.000000000000000472e-01,1.000000000000000472e-01
9.000000000000000000e+01,0.000000000000000000e+00,2.126562500000001854e-01,2.126562500000001854e-01,1.000000000000000000e+00,1.000000000000000472e-01,1.000000000000000472e-01
0.000000000000000000e+00,1.000000000000000000e+00,9.500000000000004274e-02,9.500000000000004274e-02,0.000000000000000000e+00,8.500000000000003386e-02,-2.132812500000005884e-02
2.250000000000000000e+01,1.000000000000000000e+00,1.300000000000000877e-01,1.300000000000000877e-01,0.000000000000000000e+00,9.250000000000004052e-02,-1.382812500000005218e-02
4.500000000000000000e+01,1.000000000000000000e+00,1.575000000000001121e-01,1.575000000000001121e-01,0.000000000000000000e+00,9.500000000000004274e-02,-1.132812500000004996e-02
